%Y-%m-%d;SPI;BASI;INDU;CONG;HLTH;CONS;TELE;UTIL;FINA;TECH
2002-03-01;862.59;905.48;563.9;1265.96;908.46;715.24;831.76;1206.01;844.85;580.86
2002-03-04;874.71;922.45;582.43;1268.51;903.03;741.1;835.15;1196.7;874.73;600
2002-03-05;871.26;922.91;577.91;1251.99;896.38;754.9;829.22;1221.44;877.1;595.47
2002-03-06;872.11;929.91;585.38;1255.64;891.68;749.46;832.61;1230.31;880.56;592.04
2002-03-07;875.94;936.93;604.85;1239.51;888.38;761.26;842.76;1224.3;892.37;604.08
2002-03-08;888.11;935.88;614;1263.1;897.3;775.88;838.53;1222.12;906.95;618.82
2002-03-11;883.68;924.94;609.23;1256.53;901.59;772.25;835.99;1230.4;894.91;615.32
2002-03-12;878.03;918.34;592.5;1263.23;906.61;762.24;834.3;1223.79;878.47;592.33
2002-03-13;883.55;917.34;603;1254.6;924.22;761.55;837.69;1221.94;878.13;590.02
2002-03-14;889.7;921.34;603.01;1249.91;939.55;755.1;835.99;1216.98;883.33;604.19
2002-03-15;892.97;925.6;603.54;1252.03;938.4;761.65;845.3;1218.07;891.8;606.49
2002-03-18;899.65;940.14;607.2;1258.41;939.56;778.54;845.3;1214.81;903.61;616.05
2002-03-19;900.71;936.45;604.9;1258.21;945.36;770.35;846.15;1214.11;903.34;614.46
2002-03-20;898.62;936.72;598.81;1262.88;945.18;768.08;847.84;1215.49;897.49;612.7
2002-03-21;897.25;930.28;595.41;1270.91;943.11;771.85;844.45;1226.21;893.45;616.69
2002-03-22;899.82;932.15;595.67;1272.59;948.36;784.23;844.45;1218.35;893.67;619.4
2002-03-25;899.09;943.49;592.8;1271.4;948.87;786.54;851.22;1225.97;890.68;615.07
2002-03-26;903.46;935.97;586.59;1282.96;954.45;786.19;851.22;1211.41;897.13;615.79
2002-03-27;904.99;948.15;601.19;1284.44;954.29;793.7;841.07;1218.98;895;616.29
2002-03-28;908.17;959.19;602.92;1282.78;957.79;796.62;859.69;1220.92;898.64;622.79
2002-04-02;910.46;968;601.74;1291.92;959.61;788.92;857.99;1215.96;901.16;615.59
2002-04-03;914.13;980.11;616.49;1295.89;955.16;793.41;852.92;1222.86;908.68;620.5
2002-04-04;910.99;970.31;625.71;1297.53;948.23;787.69;847.84;1220.64;905.13;607.63
2002-04-05;910.25;966.27;618.62;1300.95;948.03;788.57;842.76;1224.16;903.95;618.85
2002-04-08;900.16;953.75;614.6;1297.89;936.33;781.09;846.15;1220.17;889.64;607.89
2002-04-09;907.24;962.2;620.57;1304.88;943.45;787.64;846.15;1199.4;898.23;608.16
2002-04-10;911.98;966.96;621;1306.09;949.24;806.44;843.61;1196.83;903.68;612.08
2002-04-11;901.4;960.11;613.65;1289.21;932.59;793.85;843.61;1201.11;898.22;613.58
2002-04-12;900.4;959.53;615.32;1294.41;936.6;798.74;841.92;1199.96;888.66;609.53
2002-04-15;903.13;968.17;619.29;1299.79;943.07;796.94;841.07;1180.73;887.15;603.7
2002-04-16;911.44;977.59;635.41;1309.72;943.34;796.69;852.92;1207.24;900.8;623.85
2002-04-17;916.19;978.42;644.8;1314.12;947.24;798.93;846.15;1204.12;906.24;637.02
2002-04-18;915.67;975.13;635.86;1318.38;955.4;796.2;841.92;1218.29;899.58;622
2002-04-19;915.24;980.27;629;1322.03;953.96;796.99;834.3;1206.14;900.34;617.98
2002-04-22;915.84;978.69;617.12;1322.4;957.51;799.05;838.53;1207.72;902.98;605.04
2002-04-23;914.81;957.94;611.99;1322.6;961.67;795.96;835.99;1219.31;899.75;607.13
2002-04-24;915.45;959.17;623.58;1329.48;966.95;784.93;826.69;1207.25;892.09;607.85
2002-04-25;904.07;937.48;625.9;1330.73;956.76;776.33;812.3;1207.66;871.2;592.77
2002-04-26;896.59;938.28;611.58;1322.22;956.55;776.77;806.38;1216.88;856.2;594.6
2002-04-29;900.94;949.92;620.07;1332.24;955.91;764.24;812.3;1209.32;863.68;593.4
2002-04-30;899.72;954.14;616.7;1339.81;951.57;755.7;818.22;1226.43;862.99;586.12
2002-05-02;899.02;959.46;616.43;1367.49;945.79;757.26;803.84;1206.05;856.55;581.82
2002-05-03;904.79;961.35;619.35;1374.01;956.46;759.12;787.76;1212.26;861.36;570.68
2002-05-06;901.75;957.3;615.1;1375.48;951.89;750.68;799.03;1208.25;858.42;567.4
2002-05-07;889.27;952.7;607.17;1358.94;940.23;744.44;802.5;1229.89;842.19;551.21
2002-05-08;903.94;962.87;623.16;1344.96;954.66;757.05;812.9;1244.17;868.43;578.06
2002-05-09;904.4;961.47;623.72;1348.16;953.63;759.44;810.3;1170.78;869.33;585.45
2002-05-10;897.65;963.45;619.14;1335.37;949.38;760.74;800.76;1241.33;859.04;581.66
2002-05-13;901.78;965.4;621.9;1335.07;956.05;764.2;798.16;1243.86;863.96;580.38
2002-05-14;909.21;965.84;630.87;1335.08;953.62;773.36;800.76;1244.7;883.91;598.76
2002-05-15;915.63;968.9;636.9;1337.13;961.91;773.79;805.1;1238.29;891.46;612.89
2002-05-16;918.83;962.16;638.85;1350.93;964.66;769.94;804.23;1224.52;894.29;610.71
2002-05-17;913.21;966.86;640.85;1332.38;954.67;784.88;804.23;1266.17;890.09;621.03
2002-05-20;908.74;963.84;644.94;1323.94;947.79;779.6;804.23;1234.78;886.31;617.33
2002-05-21;910.86;959.09;640.4;1327.85;954.56;780.84;805.96;1281.8;886.8;608.24
2002-05-22;906.53;953.31;630.85;1329.23;956.39;779;799.9;1285.63;876.25;592.19
2002-05-23;903.11;949.14;631.42;1321.83;953.81;772.87;802.5;1287.17;872.51;582.38
2002-05-24;904.53;955.13;628.31;1321.11;957.48;774.3;807.7;1283.27;873.36;583.58
2002-05-27;908.98;951.66;633.95;1324.91;962.09;775.08;807.7;1282.97;879.35;588.36
2002-05-28;905.86;944.6;635.44;1324.61;959.71;770.88;810.3;1276.12;873.05;588.14
2002-05-29;907.7;944.74;635;1324.94;963.77;766.27;799.9;1294.22;875.74;586.37
2002-05-30;900.65;946.91;621.39;1319.88;955.07;773.93;785.16;1293.9;868.69;578.54
2002-05-31;905.07;954.35;626.05;1333.42;955.81;785.24;778.23;1291.37;873;581.44
2002-06-03;901.81;943.59;624.32;1326.82;954.06;774.95;771.3;1302.51;871.16;568.91
2002-06-04;884.42;939.28;610.68;1319.89;931.44;750.14;765.23;1295.3;851.47;552.4
2002-06-05;883.25;942.24;612.37;1309.93;927.93;746;764.36;1329.33;853.88;563.77
2002-06-06;878.37;937.57;608.21;1307.87;920.43;743.47;753.96;1332.15;849.46;566.65
2002-06-07;863.2;930.08;599.85;1302.03;901.15;732.83;747.03;1318.63;830.13;548.52
2002-06-10;865.54;935.26;600.52;1302.24;906.77;741.58;752.23;1327.9;829.23;555.43
2002-06-11;873.96;939.68;609.96;1313.81;910.98;747.07;762.63;1324.38;841.95;557.7
2002-06-12;849.11;924.43;603.1;1299.06;868.66;728.25;748.76;1321.23;820.77;533.85
2002-06-13;837.3;909.62;591.75;1282.35;860.26;727.99;736.63;1326.89;805.12;528.39
2002-06-14;826.91;896.63;577.16;1271.67;855.42;704.48;735.77;1325.89;792.08;506.77
2002-06-17;850.01;911.59;589.15;1278.87;895.08;716.9;745.3;1325.83;813.3;520.36
2002-06-18;838.9;918.47;585.81;1270.65;887.17;703.26;748.76;1311.89;792.16;515.42
2002-06-19;825.92;910.2;576.47;1260.82;876.13;691.21;738.37;1313.69;773.11;506.91
2002-06-20;801.07;886.41;560.54;1230.07;852.68;672.84;729.7;1312.85;742.89;484.65
2002-06-21;802.49;889.28;564.9;1222.7;849.48;668.29;737.5;1312.46;751.83;480.14
2002-06-24;776.92;868.94;551.79;1202.8;830.39;644.51;732.3;1308.95;709.72;470.56
2002-06-25;801.08;891.76;565.56;1232.12;852.82;666.89;744.43;1341.63;739.97;483.13
2002-06-26;780.27;877.85;551.01;1193.94;836.7;653.18;736.63;1320.94;715.07;469.19
2002-06-27;792.24;881.22;560.98;1171.02;862.33;651.24;746.16;1333.51;730.79;478.71
2002-06-28;825.61;891.78;571.35;1220.16;899;682;750.5;1327.35;769.52;497.24
2002-07-01;825.57;879.8;570.63;1223.8;897.38;684.5;753.96;1299.06;770.94;496.13
2002-07-02;808.94;871.06;559.76;1233.92;874.8;661.1;756.56;1305.92;747.18;465.54
2002-07-03;789.16;862.09;536.6;1211.85;855.03;645.85;755.7;1311.3;725.04;449.44
2002-07-04;807.03;864.91;546.43;1230.46;886.34;650.34;765.23;1321.76;737.17;460.7
2002-07-05;830.19;884.54;562.5;1253.91;909.67;668.34;776.5;1312.26;765.56;481.06
2002-07-08;830.22;884.84;565.8;1257.67;905.75;655.62;783.43;1320.85;765.57;483.53
2002-07-09;825.65;879.19;560.03;1264.09;901.06;651.56;788.63;1334.07;759.45;474.57
2002-07-10;801;871.62;549.01;1236.82;871.81;635.12;785.16;1314.52;729.49;468.36
2002-07-11;769.99;853.7;537.59;1201.03;846.27;607.27;770.43;1317.47;683.51;445.88
2002-07-12;778.64;856.12;543.75;1196.85;864.3;609.73;764.36;1310.86;690.92;459.42
2002-07-15;745.81;822.55;527.3;1174.27;827.43;585.22;757.43;1332.69;647.86;442.19
2002-07-16;728.31;792.95;516.15;1127.6;801.25;586.83;759.16;1312.82;644.08;439.84
2002-07-17;737.83;803.83;526.15;1121.3;800.52;603.12;766.1;1300.92;668.98;455.91
2002-07-18;734.58;797.23;527.84;1125.55;784.57;619.28;773.03;1306.68;670.87;461.17
2002-07-19;696.43;767.23;511.98;1082.74;733.64;585.87;753.1;1309.17;634.11;442.92
2002-07-22;659.91;732.14;485.33;1003.76;723.11;548.86;747.9;1301.17;579.37;426.37
2002-07-23;649.48;734.13;475.66;984.25;725.12;534.79;736.63;1296.45;558.26;413.09
2002-07-24;644.02;703.74;429.72;1019.63;734.12;518.64;712.37;1297.78;541.83;380.24
2002-07-25;682.39;747.12;444.63;1112.72;757.44;563.99;721.03;1303.24;586.27;388
2002-07-26;697.45;752.07;429.01;1111.98;791.56;584.13;741.83;1279.56;599.98;388.66
2002-07-29;729.48;786.05;457.61;1153.43;815.94;596.89;740.1;1322.79;643.59;408.22
2002-07-30;723.21;761.41;455.64;1128.32;820;583.33;739.23;1297.28;634.9;407.22
2002-07-31;721.4;741.13;447.87;1123.07;826.72;579.39;747.9;1300.55;629.16;411.4
2002-08-01;708.7;738.9;434.48;1109.04;819.24;581.81;743.57;1288.73;608.03;393.71
2002-08-02;701.24;726.93;426.44;1112.49;821.35;554.76;716.7;1301.47;590.84;378.07
2002-08-05;675.96;705.58;399.69;1090.21;796.32;540.17;706.3;1291.77;560.29;355.38
2002-08-06;710.61;722.11;408.91;1152.1;834.22;555.55;719.3;1277.31;598.29;371.95
2002-08-07;701.49;722.81;407.28;1128.66;833.94;551.99;708.03;1281.31;580.88;366.46
2002-08-08;725.98;744.7;416.75;1151.42;868.1;564.43;722.77;1264.81;606.74;360.52
2002-08-09;734.48;750.32;424.39;1158.4;872.8;572.93;721.03;1286.37;621.96;355.37
2002-08-12;724.08;754.94;414.38;1127.56;869.45;554.77;728.83;1274.84;609.63;346.43
2002-08-13;734.12;761.21;415.75;1159.16;874.16;559.95;735.9;1283.17;622.12;344.09
2002-08-14;729.17;747.01;413.78;1158.55;868.66;551.29;735.9;1293.19;616.22;336.55
2002-08-15;749.93;768.89;423.07;1194.68;886.27;570.26;755.34;1290.13;639.47;359.36
2002-08-16;747.48;770.06;416.37;1183.96;878.04;564.87;751.8;1325.79;646.39;365.73
2002-08-19;764.92;789.17;426.66;1215.8;884.98;565.96;763.29;1310.62;674.3;387.27
2002-08-20;745.09;774.74;425.17;1150.26;859.9;551.49;740.32;1303.98;667.76;383.61
2002-08-21;758.82;792.23;444.93;1183.12;867.06;573.09;740.32;1321.44;680.06;382.81
2002-08-22;763.19;818.12;458.55;1162.07;868.17;602.57;737.67;1316.37;689.54;386.71
2002-08-23;761.36;814.42;473.14;1167.19;867.94;602.3;743.85;1322.95;677.76;387.75
2002-08-26;752.97;807.47;469.86;1148.9;859.86;591.59;744.73;1307.05;670.08;384.14
2002-08-27;761.24;813.7;468.46;1145.8;870.84;600.22;734.13;1335.71;684.61;389.41
2002-08-28;732.38;791.41;450.35;1101.88;843.06;577.9;711.16;1335.52;651.92;380.03
2002-08-29;714.08;768.94;429.96;1090.17;827.5;575.94;702.33;1317.43;625.31;371.15
2002-08-30;727.15;787.31;438.69;1138.09;842.47;567.78;704.1;1332.38;630.66;340.06
2002-09-02;709.33;773.98;431.78;1117.69;815.74;565.44;689.96;1315.96;614.87;333.9
2002-09-03;686.13;767.04;416.58;1078.43;791.88;550.17;689.08;1319.55;589.43;325.75
2002-09-04;691.04;771.5;426.26;1104.61;798.88;541.71;702.33;1310.89;585.56;311.57
2002-09-05;690.03;765.02;420.42;1118.65;799.35;532.96;697.03;1313.35;581.33;298.07
2002-09-06;708.56;777.62;423.96;1139.27;820.86;545.07;712.93;1302.44;604.63;300.67
2002-09-09;699.15;761.93;412.37;1116.59;815.48;533.16;712.05;1292.97;596.54;296.59
2002-09-10;710.98;781.88;417.57;1134.85;824.44;543.07;709.4;1296.69;611.78;305.84
2002-09-11;727.23;795.99;428.41;1155.56;842.05;550.95;723.53;1293.89;629.87;311.24
2002-09-12;705.19;777.5;414.99;1122.28;823.21;523.51;719.11;1289.07;603.72;294.89
2002-09-13;688.93;763.55;398.51;1118.16;804.68;522.21;710.28;1303.54;581.64;277.18
2002-09-16;688.91;764.04;395.19;1114.16;803.47;517.29;714.7;1295.85;585.34;283.27
2002-09-17;682.75;757.02;387.82;1109.95;797.33;514.61;708.51;1293.37;577.86;280.04
2002-09-18;669.58;737.72;374.32;1136.89;785.41;507.2;711.16;1291.62;546.28;275.95
2002-09-19;658.01;734.17;365.75;1138.37;767;497.44;692.61;1318.24;534.22;259.3
2002-09-20;658.8;740.45;367.84;1134.36;774.56;491.95;693.5;1298.79;530.43;250.83
2002-09-23;635.73;712.21;355.22;1103.88;755.35;475.3;677.59;1296.6;500.41;235.79
2002-09-24;635.12;709.94;344.37;1097.65;754.68;460.28;654.62;1294.12;508.25;231.27
2002-09-25;645.72;718.87;345.82;1102.12;770.24;463.42;683.78;1285.33;519.97;243.84
2002-09-26;678.28;740.19;357.19;1150.75;811.32;486.11;705.86;1283.76;550.7;262.71
2002-09-27;679.97;741.52;360.07;1151.8;807.28;489.29;733.25;1302.12;556.9;262.06
2002-09-30;664.21;720.6;352.75;1138.16;792.08;485.39;723.53;1297.68;534.66;251.07
2002-10-01;655.41;712.15;333.93;1116.98;789.18;480.75;725.3;1306.32;526.34;243.02
2002-10-02;671.47;723.12;331.69;1151.1;810.42;491.75;740.32;1268.31;540.13;232.02
2002-10-03;663.4;734.22;326.02;1166.83;807.44;488.59;738.55;1264.87;514.41;218.12
2002-10-04;648.73;732.34;323.03;1158.19;802.36;482.31;741.2;1264.63;480.36;207.44
2002-10-07;633.87;722.5;309.96;1146.53;787.42;466.68;733.25;1267.69;461.42;206
2002-10-08;624.75;733.41;303.97;1095.59;785.98;466.78;739.43;1249.91;454.68;201.1
2002-10-09;616.37;723.68;298.41;1070.22;771.63;456.1;742.08;1254.32;456.45;200.88
2002-10-10;627.81;722.88;300.12;1096.4;773.92;464.88;753.57;1226.64;477.1;204.75
2002-10-11;659;748.83;319.18;1134.56;797.06;491.5;783.61;1259.44;520.82;224.15
2002-10-14;653.22;740.67;317.64;1123.98;793.27;483.31;774.77;1255.46;513.82;220.85
2002-10-15;689.21;770.79;341.3;1152.48;825.32;524.47;784.49;1205.74;563.91;249.14
2002-10-16;680.2;764.73;337.46;1135.17;813.88;519.72;777.42;1250.41;556.98;244.74
2002-10-17;689.75;785.64;357.52;1135.87;805.89;528.02;789.79;1266.66;581.61;266.83
2002-10-18;687.45;774.43;364.22;1128.04;798.98;530.43;793.32;1271.39;582.54;272.64
2002-10-21;680.92;760.09;361.55;1115.23;785.44;538.54;789.79;1229.24;582.06;274.52
2002-10-22;676.06;744.68;315.53;1119.68;788.75;547.89;803.04;1221.08;577.1;268.79
2002-10-23;661.39;718.37;311.43;1097.78;782.23;540.76;779.19;1232;553.59;264.11
2002-10-24;678.37;730.06;319.11;1104.11;800.57;552.04;783.61;1194.26;579.5;268.9
2002-10-25;683.67;735.98;318.63;1119.48;812.09;544.69;779.19;1247.3;579.24;269.67
2002-10-28;679.12;729.91;321.43;1097.65;800.46;540.27;787.14;1257.25;584.21;275.15
2002-10-29;659.4;720.14;312.88;1083.43;779.85;515.12;759.75;1250.58;558.94;251.18
2002-10-30;677.16;738.41;321.92;1108.52;790.08;525.28;766.82;1248.83;586.09;268.31
2002-10-31;685.37;751.53;324.99;1115.14;794.33;530.02;775.65;1250.46;600.43;277.04
2002-11-01;678.23;750.28;319.35;1111.67;781.74;524.96;770.35;1257.05;594.55;282.09
2002-11-04;695.72;756.98;338.87;1125.7;791.18;540.69;767.7;1258.71;623.39;301.51
2002-11-05;697.27;751.33;336.74;1111.97;797.29;535.04;764.17;1236.09;629.63;297.51
2002-11-06;694.13;750.04;342.61;1105.01;801.88;536.31;766.82;1238.9;616.59;296.44
2002-11-07;679.98;747.68;335;1094.84;787.08;513.27;774.77;1243.06;597.83;279.01
2002-11-08;672.95;741.24;338.77;1083.63;777.68;509.12;779.19;1243.83;589.81;275.19
2002-11-11;665.72;729.76;336.33;1085.14;773.81;505.01;775.65;1256.91;574.08;271.99
2002-11-12;673.96;733.32;334.42;1102.35;782.05;509.23;791.56;1246.27;583.54;275.46
2002-11-13;670.68;736.11;334.64;1086.78;784.57;492.53;783.61;1246.25;578.86;276.54
2002-11-14;685.66;745.85;343.17;1099.43;793.1;533;788.02;1272.87;601.94;284.4
2002-11-15;696.52;743.44;348.71;1112.32;805.36;552.93;798.62;1275.4;613.51;293.59
2002-11-18;697.03;745.01;350.86;1106.94;800.22;565.65;797.74;1278.53;619.24;298.99
2002-11-19;692.62;746.18;346.83;1101;798.04;547.23;803.04;1253.99;614.08;290.61
2002-11-20;696.47;742.39;346.15;1115.39;799.06;549.17;795.09;1275.46;620.22;288.48
2002-11-21;709.76;750.7;355.49;1108.12;809.87;558.06;780.07;1275.54;647.17;308.61
2002-11-22;713.54;756.12;368.66;1092.2;808.98;561.61;765.94;1271.85;660.06;320.06
2002-11-25;712.57;752.62;371.76;1087.16;805.15;566.99;756.22;1253.91;661.78;319.73
2002-11-26;704.73;744.95;366.14;1080.26;807.04;559.53;747.38;1280.8;643.23;312.55
2002-11-27;716.53;756.95;376.71;1093.03;811.08;587.1;751.8;1250.19;660.71;333.13
2002-11-28;712.76;758.55;387.5;1071.06;801.19;591.86;753.57;1254.89;662.35;336.32
2002-11-29;709.1;757.73;396.14;1061.08;790.49;582.96;762.4;1271.33;663.14;338.86
2002-12-02;713.84;757.24;398.05;1067.74;795.48;580.65;747.38;1282.33;670.5;342.01
2002-12-03;694.94;740.45;384.84;1039.99;777.95;566.78;749.15;1278.87;648.76;327.8
2002-12-04;695.05;738.78;381.55;1066.49;782.76;560.63;742.97;1278.66;637.85;316.99
2002-12-05;687.24;732.02;371.72;1049.79;775.24;555.47;742.08;1278.19;632.74;303.66
2002-12-06;684.63;736.18;370.41;1054.45;770.43;556.91;735.02;1276.36;627.92;300.81
2002-12-09;675.43;725.95;362.78;1053.17;766.02;545.32;732.37;1276.36;610.36;295.29
2002-12-10;681.32;724.81;364.05;1061.36;772.17;549.51;736.78;1264.71;618.46;292.79
2002-12-11;681.68;718.95;373.88;1042.93;770.85;541.75;737.67;1265.24;625.72;300.38
2002-12-12;678.41;727.51;374.11;1046.43;766.65;541.79;720.88;1265.95;618.29;300.05
2002-12-13;674.09;711.55;370.38;1044.79;763.03;536.69;725.3;1284.92;613.14;291.88
2002-12-16;685.36;714.27;372.74;1061.13;773.27;550.15;732.37;1278.96;628.25;293.08
2002-12-17;680.66;715.82;368.68;1049.41;771.51;547.7;732.37;1276.53;621.62;289.55
2002-12-18;668.26;709.83;362.32;1039.19;754.28;538.33;715.58;1282.57;609.72;274.32
2002-12-19;665.18;700.18;361.3;1044.21;753.05;529.81;731.48;1290.83;602.16;265.3
2002-12-20;664.52;695.42;361.13;1050.72;746.89;539.45;734.13;1276.81;603.04;261.55
2002-12-23;658.84;693.7;358.64;1044.54;740;535.93;731.48;1267.83;596.4;259.46
2002-12-27;638.9;686.74;349.63;1017.76;719.19;518.57;707.63;1293.65;573;251.7
2002-12-30;646.15;696.59;349.71;1038.61;725.24;526.08;707.63;1245.19;579.3;255.57
2003-01-03;680.38;712.49;361.06;1082.27;765.14;552.94;698.8;1249.3;619.46;269.57
2003-01-06;682.93;720.66;363.13;1078.85;769.41;542.97;700.56;1284.91;623.55;277.21
2003-01-07;679.27;717.08;364.6;1073.38;765.35;531.98;718.23;1285.2;618.84;280.75
2003-01-08;677.99;713.64;360.98;1079.47;766.82;531.22;738.55;1272.22;612.38;276.97
2003-01-09;674.84;709.23;358.69;1074.41;759.37;525.63;742.08;1282.75;613.47;277.96
2003-01-10;674.77;721.44;362.18;1059.66;760.51;515.17;738.55;1278.95;616.42;282.36
2003-01-13;678.99;726.32;364.99;1067.9;755.89;513.41;757.1;1282.83;627.93;291.62
2003-01-14;688.79;728.38;363.82;1081.17;765.88;523.13;755.34;1269.59;642.35;287.28
2003-01-15;675.12;709.28;356.08;1056.08;755.34;501.84;747.38;1296.13;628.5;276.72
2003-01-16;671.09;715.27;357.81;1044.34;755.36;495.41;750.03;1292.42;620.35;274.35
2003-01-17;661.24;707.19;355.32;1035.85;747.1;485.51;755.34;1293.45;604.9;265.42
2003-01-20;651.53;704.83;351.32;1024.2;735.39;481.67;746.5;1299.7;593.68;258.99
2003-01-21;648.07;695.82;350.05;1014.35;734.55;483.83;759.75;1290.85;588.32;257.65
2003-01-22;631.12;677.41;338.35;993.74;722.31;471.15;742.97;1294.27;564.3;259.32
2003-01-23;631.16;677.88;334.32;975.32;729.54;466.07;746.5;1293.75;565.98;259.09
2003-01-24;624.5;668.88;329.79;984.99;718.54;467.91;742.08;1277.01;555.52;253.52
2003-01-27;602.65;642.98;321.31;971.74;682.96;449.59;745.62;1275.66;536.47;244.87
2003-01-28;600.37;646.34;319.79;981.05;674.17;450.98;758.87;1268.21;533.89;244.26
2003-01-29;603.22;633.78;314.11;963.24;696.69;460.61;739.43;1262.59;530.71;238.54
2003-01-30;613.51;644.81;319.9;962.57;711.04;480.19;741.2;1266.46;542.25;245.8
2003-01-31;615.12;659.44;322.3;1003.11;706.7;478.1;742.08;1252.54;534.45;245.13
2003-02-03;621.9;654.6;327.74;1003.89;711.97;482.86;735.02;1238.2;547.9;249.34
2003-02-04;606.98;654.21;321.2;987.79;696.52;473.68;730.6;1238.09;527.38;241.58
2003-02-05;610.44;657.15;319.23;986.75;698.07;469.89;734.13;1267.94;537.12;242.71
2003-02-06;594.16;649.84;314.98;951.05;681.74;466.47;729.72;1221.69;519.58;240.26
2003-02-07;589.45;641.66;311.21;942.64;684.2;453.89;727.95;1229.55;510.17;237.08
2003-02-10;581.03;640.05;303.13;935.6;678.31;455.55;725.3;1214.01;496.01;228.74
2003-02-11;593.87;640.07;310.22;947.22;690.55;462.85;731.48;1202.44;515.16;233.95
2003-02-12;580.47;633.32;306.49;916.98;670.37;455.1;725.3;1177.71;508.09;235.04
2003-02-13;580.95;630.36;305.48;925.48;668.18;450.65;718.23;1144.34;510.16;234
2003-02-14;595.29;633.22;310.1;950.51;680.22;463.07;717.35;1160.42;529.21;237.37
2003-02-17;608.61;640.36;321.64;967.29;684.93;471.39;720.88;1139.95;552.79;242.93
2003-02-18;602.28;636;317.68;972.5;679.12;470.48;735.02;1145.2;538.38;246.82
2003-02-19;587.68;643.05;316.01;938.01;663.3;463.54;723.53;1143.05;523.09;248.06
2003-02-20;588.28;616.62;311.53;951.24;664.56;469.27;721.77;1136.26;522.5;248.05
2003-02-21;590.06;617.89;311.81;962.09;668.91;467.76;721.77;1132.99;520.09;242.85
2003-02-24;583.67;606.76;305.22;971.55;660.64;463.2;716.46;1138.2;509.3;243.12
2003-02-25;572.06;587.36;296.73;974.19;649.01;444.31;711.16;1134.79;492.01;242.41
2003-02-26;566.49;577.8;291.79;947.71;664.42;443.63;712.05;1130.98;473.3;237.69
2003-02-27;569.65;571.58;286.18;931.31;667.69;448.13;708.51;1132.87;487.55;237.22
2003-02-28;578.78;580.77;294.91;964.74;674.66;465.19;712.05;1136.99;489.88;242.46
2003-03-03;583.97;586;297.12;950.29;686.92;473.16;728.83;1124.38;495.82;248.21
2003-03-04;565.39;565.6;290.11;920.94;671.33;453.82;710.28;1113.03;473.84;236.82
2003-03-05;554.62;553.3;287.79;896.88;660.79;446.45;703.21;1121.87;463.98;229.56
2003-03-06;553.76;546.42;289.77;885.39;661.44;445.2;706.75;1135.04;465.26;227.27
2003-03-07;545.88;531.91;285.19;867.21;663.52;426.32;699.68;1149.35;452.49;222.68
2003-03-10;526.23;527.41;277.31;845.34;645.09;421.48;688.19;1138.61;423.34;215.44
2003-03-11;524.19;536.49;275.89;838.26;635.6;419.05;697.91;1130.36;427.62;221.14
2003-03-12;518.3;525.62;272.13;865.33;631.08;410.55;690.84;1129.68;408.52;216.45
2003-03-13;533.54;535.24;280.82;891.07;631.56;423.83;709.4;1134.14;437.35;226.71
2003-03-14;562.58;544.65;291.57;910.75;662.24;443.06;707.63;1129.74;481.06;235.87
2003-03-17;577.51;550.09;297.81;915.85;680.16;455.19;725.3;1123.83;501.6;247.21
2003-03-18;582.67;579.68;304.79;914.43;690.96;453.5;731.48;1127.18;502.07;246.98
2003-03-19;595.88;588.39;317.52;932.09;711.25;471;742.08;1146.52;508.36;252.3
2003-03-20;599.28;588.52;316.91;959.86;724.51;450.54;751.8;1131.84;498.63;252.51
2003-03-21;621.38;596.42;324.3;988.08;751.4;462.9;750.92;1125.4;524.39;256.59
2003-03-24;592.28;577.76;313.16;937.61;715.03;444.15;737.67;1119.71;498.75;246.58
2003-03-25;596.49;570.85;315.37;958.14;720.7;448.84;742.97;1118.15;497.91;245.47
2003-03-26;594.8;582.51;315.24;973.25;713.64;436.51;718.23;1119.33;495.45;244.18
2003-03-27;587.67;580.43;309.79;961.42;704.35;428.91;724.42;1104.29;490.1;237.76
2003-03-28;589.79;580.21;305.14;959.15;706.09;427.3;725.3;1101.99;497.19;237.8
2003-03-31;573.86;570.13;301.8;945.83;684.76;422.87;734.13;1084.46;476.89;234.85
2003-04-01;580.27;569.7;302.47;968.47;689.31;419.91;732.37;1086.88;483.61;237.01
2003-04-02;598.43;588.77;310.93;981.85;710.17;428.32;733.25;1097.76;506.85;250.91
2003-04-03;605.74;591.54;315.05;985.6;720.75;413.84;744.73;1096.47;517.09;257.38
2003-04-04;614.69;596.18;319.49;992.78;733.6;424.46;755.34;1087.08;525.55;258.92
2003-04-07;629.1;618.68;330.09;993.57;746.72;446.42;773;1088.67;546.05;265.6
2003-04-08;625.57;609.19;325.68;1002.26;743.95;434.61;764.17;1091.36;539.71;259.48
2003-04-09;630.01;611.41;331.41;1011.5;749.97;447.55;764.17;1088.84;540.26;262.01
2003-04-10;617.03;604.55;327.16;1001.45;725.94;429.28;755.34;1115.52;532.63;251.42
2003-04-11;627.02;611.85;333.12;1013.93;732.82;437.49;759.75;1101.09;547.08;255.93
2003-04-14;632.77;609.04;331.52;1023.19;735.08;446.86;760.64;1101.25;558.02;255.77
2003-04-15;647.44;620.22;343.11;1037.38;750.55;462.6;762.4;1101.25;575.16;256.32
2003-04-16;641.5;613.95;344.9;1032.28;739.46;464.61;750.92;1090.07;569.52;262.13
2003-04-17;639.95;616.91;343.88;1024.01;734.49;458.03;750.92;1120.5;572.94;266.73
2003-04-22;641.11;612.45;342.94;1005.63;739.83;457.41;751.8;1111.58;578.72;271.16
